directorID,Director
2419,Yoshiaki Kawajiri
2420,Carl Lerner
2421,Carine Adler
2422,Bill Kroyer
2423,Bruno Mattei
2424,Alfred Zeisler
2425,Kevin Bray
2426,David Caffrey
2427,José Luis Valenzuela
2428,James L. Conway
2429,Terry Marcel
2430,Armand Mastroianni
2431,Robert Scheerer
2432,Barbara Peeters
2433,Slobodan Sijan
2434,Moustapha Akkad
2435,Robert Guenette
2436,Umberto Lenzi
2437,Charles Kaufman
2438,Richard Lang
2439,Andrea Bianchi
2440,Clive Donner
2441,Eric Karson
2442,Gilbert Cates
2443,Chris Wedge
2444,Élie Chouraqui
2445,Charles Herman-Wurmfeld
2446,Lieven Debrauwer
2447,B.Z. Goldberg
2448,Brian Sloan
2449,Hal Walker
2450,Tony Maylam
2451,Jack Hazan
2452,Paul Glickler
2453,Jay Sandrich
2454,Bill Persky
2455,Robert Houston
2456,Marshall Brickman
2457,Dick Lowry
2458,Lasse Åberg
2459,Aleksandr Alov
2460,David Hamilton
2461,Pete Jones
2462,James Bogle
2463,David Gordon Green
2464,Fernando Pérez
2465,Kevin Billington
2466,John Lee Hancock
2467,Michael Haneke
2468,Harry Shearer
2469,Vanessa Middleton
2470,Laurent Cantet
2471,Sara Sugarman
2472,Marita Giovanni
2473,Danny Bilson
2474,Walt Becker
2475,John McKay
2476,Jayne Loader
2477,Bill Paxton
2478,Zoe Clarke-Williams
2479,Michel Gondry
2480,Joel Zwick
2481,John Patrick Shanley
2482,Roberto Rossellini
2483,Bill Froehlich
2484,Rudy De Luca
2485,Ethan Hawke
2486,Anne-Sophie Birot
2487,Jon Purdy
2488,Fabián Bielinsky
2489,James Isaac
2490,Stacy Peralta
2491,Christine Jeffs
2492,D.J. Caruso
2493,Henry Barrial
2494,Bryan Johnson
2495,Jean-Pierre Melville
2496,Tom Mankiewicz
2497,Douglas Day Stewart
2498,Milton Katselas
2499,Bill Rebane
2500,Charles Haid
2501,Ken Olin
2502,Ed Decter
2503,Grigoriy Chukhray
2504,Joe D'Amato
2505,Lindsay Shonteff
2506,Henry Bean
2507,Kelly Asbury
2508,Roman Coppola
2509,Christopher Munch
2510,Joseph Kane
2511,Danièle Thompson
2512,Pat Murphy
2513,Marino Girolami
2514,Callie Khouri
2515,Zacharias Kunuk
2516,Peter Care
2517,Carl Gottlieb
2518,Roeland Kerbosch
2519,William Tannen
2520,Daniel Attias
2521,Anatole Litvak
2522,Andy Wolk
2523,Jesse Vaughan
2524,Dean DeBlois
2525,Tuck Tucker
2526,Anthony Abrams
2527,Tom Ropelewski
2528,Craig McCracken
2529,John Stainton
2530,Shunji Iwai
2531,Yvan Attal
2532,Peter H. Hunt
2533,Rainer Werner Fassbinder
2534,Charles B. Pierce
2535,Ellory Elkayem
2536,Peter Hastings
2537,Chris Ver Wiel
2538,Leslie H. Martinson
2539,Luchino Visconti
2540,Daniel Mann
2541,Perry Andelin Blake
2542,Gabriele Muccino
2543,Babak Payami
2544,Stanley Kwan
2545,Roy Andersson
2546,Jacques Audiard
2547,William A. Graham
2548,Bernard Rapp
2549,Sandra Nettelbeck
2550,Ki-duk Kim
2551,Mark Romanek
2552,Mark Medoff
2553,Ryosuke Hashiguchi
2554,Monteith McCollum
2555,Raja Amari
2556,Arna Selznick
2557,Dale Schott
2558,Boris Petroff
2559,Robert Englund
2560,Deepa Mehta
2561,Robert D. Webb
2562,Lew Landers
2563,Philip Dunne
2564,Michael Wadleigh
2565,Kantz
2566,Rich Murray
2567,John Polson
2568,Jacques Thelemaque
2569,Ruedi Gerber
2570,Patricio Guzmán
2571,Tim Story
2572,Louis Leterrier
2573,Claude Miller
2574,Diane Kurys
2575,Burr Steers
2576,Patrick Hasburgh
2577,Alan Alda
2578,Michael Campus
2579,Franco Amurri
2580,Bob Dahlin
2581,Clarence Brown
2582,Lynne Ramsay
2583,Oliver Hirschbiegel
2584,Wych Kaosayananda
2585,Bob Dolman
2586,Gil Cates Jr.
2587,Steven Shainberg
2588,Eugene Jarecki
2589,Kevin Donovan
2590,Adam Thomas Anderegg
2591,Eriq La Salle
2592,Fisher Stevens
2593,Dana Janklowicz-Mann
2594,Gérard Krawczyk
2595,Mike Nawrocki
2596,Edoardo Ponti
2597,Anthony Russo
2598,Rick Moranis
2599,Nicole Conn
2600,Nello Rossati
2601,Ed Bianchi
2602,Anthony Pelissier
2603,David Steinberg
2604,Brian Koppelman
2605,Peter Kosminsky
2606,Christian Charles
2607,Catherine Jelski
2608,Stephen Gaghan
2609,Estela Bravo
2610,Gary J. Tunnicliffe
2611,Patricia Cardoso
2612,Jae-eun Jeong
2613,Hilary Birmingham
2614,Isao Takahata
2615,Peter Sykes
2616,William Wiard
2617,Alberto De Martino
2618,Gary Weis
2619,Greydon Clark
2620,Jean-Claude Tramont
2621,Steno
2622,Matt Cimber
2623,Bruce Kimmel
2624,Andrzej Wajda
2625,Menahem Golan
2626,John Alan Schwartz
2627,Bruce D. Clark
2628,Jeremy Joe Kronsberg
2629,Hans Iveberg
2630,Hans-Henrik Jørgensen
2631,Norman J. Warren
2632,Just Jaeckin
2633,William A. Fraker
2634,Friz Freleng
2635,Joe Giannone
2636,Stanislaw Bareja
2637,Ken Shapiro
2638,Joel M. Reed
2639,Juan Piquer Simón
2640,Georges Lautner
2641,Kirby Dick
2642,Jeff Tremaine
2643,Charles Stone III
2644,Dylan Kidd
2645,Rich Christiano
2646,Ken Hughes
2647,Jeff Daniels
2648,Michael Lembeck
2649,Holly Hardman
2650,Peter Mattei
2651,Nils Tavernier
2652,Pascale Bailly
2653,Tom Rice
2654,Don Michael Paul
2655,Carlos Carrera
2656,Neil Burger
2657,Paul Justman
2658,Jeong-hyang Lee
2659,Robert Harmon
2660,Steven Vidler
2661,Paul Gross
2662,Cy Endfield
2663,Laurence Malkin
2664,Bill Corcoran
2665,Neil Marshall
2666,Kjell Grede
2667,Olaf Ittenbach
2668,Yves Robert
2669,Massimo Troisi
2670,Howard R. Cohen
2671,Jean Girault
2672,Mickey Rose
2673,Gus Trikonis
2674,John Derek
2675,Bob Brooks
2676,Tim McCann
2677,Frank Novak
2678,Marcus Raboy
2679,Verónica Chen
2680,Seth Kearsley
2681,Dan Hoskins
2682,Gregor Schnitzler
2683,Ruud van Hemert
2684,Maurice Phillips
2685,Aleksey Balabanov
2686,Eldar Ryazanov
2687,Petter Næss
2688,Meir Zarchi
2689,Franc. Reyes
2690,Kurt Wimmer
2691,Don Boyd
2692,Young Man Kang
2693,Pier Paolo Pasolini
2694,Asia Argento
2695,Takashi Miike
2696,Derek Burbidge
2697,Juliusz Machulski
2698,Jonas Cornell
2699,Aaron Lipstadt
2700,Gérard Oury
2701,Tim Burstall
2702,Franco Castellano
2703,Les Blank
2704,Çetin Inanç
2705,Tom Brady
2706,Achero Mañas
2707,Jim Simpson
2708,Juan Carlos Fresnadillo
2709,Wen Jiang
2710,Denzel Washington
2711,Marc Lawrence
2712,Cathy Malkasian
2713,Gerd Oswald
2714,Norman Panama
2715,Josh Becker
2716,Ludwig Berger
2717,Charles Finch
2718,Simon Langton
2719,Steve Sekely
2720,Arnaud Desplechin
2721,William Cameron Menzies
2722,Dominic Anciano
2723,Thomas Michael Donnelly
2724,Rob Marshall
2725,Menno Meyjes
2726,Nicolas Cage
2727,Richard Whorf
2728,Avi Nesher
2729,Michael Coldewey
2730,Ruggero Deodato
2731,Todd Louiso
2732,George Clooney
2733,C.B. Harding
2734,Steve Guttenberg
2735,Xiaogang Feng
2736,Fernando Meirelles
2737,Elia Suleiman
2738,Ole Christian Madsen
2739,Steven Schachter
2740,Edward James Olmos
2741,Romuald Karmakar
2742,Richard Thorpe
2743,Jonathan Wacks
2744,Michael D. Moore
2745,Julien Duvivier
2746,Jonathan Liebesman
2747,André Heller
2748,Martina Kudlácek
2749,Nico Mastorakis
2750,Perry Henzell
2751,James Neilson
2752,Coline Serreau
2753,Reggie Rock Bythewood
2754,Amos Gitai
2755,Keith Fulton
2756,Lucky McKee
2757,John Boulting
2758,Basil Dearden
2759,Ryû Murakami
2760,Robert Day
2761,Hans Alfredson
2762,Dean Stockwell
2763,Richard T. Heffron
2764,Eric Till
2765,Jerry Belson
2766,Mikael Ekman
2767,Slava Tsukerman
2768,Jerzy Skolimowski
2769,Charlton Heston
2770,Ettore Scola
2771,James Burrows
2772,Joe Layton
2773,Chris Marker
2774,Pierre De Moro
2775,Víctor Erice
2776,Stephen Weeks
2777,Elliott Hong
2778,Tom Kennedy
2779,Ian Sharp
2780,Serif Gören
2781,Antonio Margheriti
2782,Robert J. Rosenthal
2783,Steve Trenbirth
2784,Lee Hirsch
2785,Kwon-taek Im
2786,Laetitia Colombani
2787,John Luessenhop
2788,John Henry Davis
2789,Tay Garnett
2790,Robert Dalva
2791,Guy Green
2792,Michael Gordon
2793,Mark Wilkinson
2794,Tom Hunsinger
2795,Susanne Bier
2796,Mars Callahan
2797,Michael Petroni
2798,Mark Moskowitz
2799,Martin Bell
2800,Matthew Irmas
2801,Dover Koshashvili
2802,Danny Huston
2803,Fielder Cook
2804,Alex Smith
2805,Tom Graeff
2806,Jeffrey Reiner
2807,Tae-gyun Kim
2808,Glen Morgan
2809,Jonas Åkerlund
2810,Rakhshan Bani-Etemad
2811,Hal Kanter
2812,Monte Hellman
2813,Valentine Davies
2814,James Hill
2815,Henry Levin
2816,Hideo Nakata
2817,Carlos Reygadas
2818,Mort Nathan
2819,Francis Glebas
2820,Vilgot Sjöman
2821,Robert Bresson
2822,Zhangke Jia
2823,Chris Rock
2824,Peter Sollett
2825,Damian Pettigrew
2826,Josée Dayan
2827,Shinichirô Watanabe
2828,Ed Solomon
2829,Justin Lin
2830,Rob Zombie
2831,Wiebke von Carolsfeld
2832,Austin Chick
2833,Paul Hunter
2834,Linda Mendoza
2835,Jacques Perrin
2836,Anders Thomas Jensen
2837,Sam Jones
2838,Henry Winkler
2839,Mitch Davis
2840,Malcolm Mowbray
2841,Gérard Lauzier
2842,John Erman
2843,Rick de Oliveira
2844,Matt Dillon
2845,Jordan Melamed
2846,Jeffrey Blitz
2847,Karen Moncrieff
2848,John Malkovich
2849,Bahman Ghobadi
2850,Miles Swain
2851,Alfredo Rodriguez de Villa
2852,Baltasar Kormákur
2853,Stan Lathan
2854,Joel Silberg
2855,Angela Christlieb
2856,Kristen Coury
2857,Jim Malone
2858,AJ Schnack
2859,Emanuele Crialese
2860,Andrew Stanton
2861,Andrew Jarecki
2862,Aluizio Abranches
2863,Niki Caro
2864,George Sherman
2865,Jean-Xavier de Lestrade
2866,Abe Levitow
2867,Lionel Jeffries
2868,D.A. Pennebaker
2869,Dziga Vertov
2870,Robert J. Flaherty
2871,Steve Yeager
2872,Derek Jarman
2873,Henri-Georges Clouzot
2874,David Drury
2875,Lucas Reiner
2876,John Eng
2877,Scott Roberts
2878,Bryan Lewis
2879,Eric Eason
2880,Julia Montejo
2881,Pavel Lungin
2882,Jed Weintrob
2883,Mariano Barroso
2884,D.W. Griffith
2885,Alan Gibson
2886,Monica Stambrini
2887,Johnnie To
2888,Robert Connolly
2889,Michael Steinberg
2890,John Krish
2891,Jack Cardiff
2892,Clark L. Paylow
2893,Leslie Megahey
2894,Patrick Gilmore
2895,Karim Aïnouz
2896,Aleksandr Rogozhkin
2897,Eitan Gorlin
2898,Tim Fywell
2899,Yolanda García Serrano
2900,Clare Kilner
2901,Jordan Susman
2902,Matteo Garrone
2903,Lucas Belvaux
2904,Kei Kumai
2905,Larry Charles
2906,Gregor Jordan
2907,Todd Graff
2908,Antonio Serrano
2909,Fernando León de Aranoa
2910,Gavin Grazer
2911,Duncan Gibbins
2912,Sandra Werneck
2913,David Webb Peoples
2914,Phillip J. Bartell
2915,Craig Ferguson
2916,Julie Lopes-Curval
2917,Clark Johnson
2918,Shinsuke Sato
2919,Dana Brown
2920,Arthur Borman
2921,Alan Ari Lazar
2922,Karl Slovin
2923,Leonard Kastle
2924,Casey La Scala
2925,Stephen Chow
2926,Shari Springer Berman
2927,Paul Hough
2928,Delphine Gleize
2929,Jonathan Prince
2930,Lynn Roth
2931,André De Toth
2932,Gabriel Axel
2933,Gonzalo Suárez
2934,David Winters
2935,Jay Craven
2936,Yasujirô Ozu
2937,Sherman Alexie
2938,Robert Hamer
2939,Eugène Lourié
2940,William Gazecki
2941,James Robinson
2942,Christian Frei
2943,Anand Patwardhan
2944,Michael Benson
2945,J.T.S. Moore
2946,Vicky Funari
2947,Jeremy Thomas
2948,Gordon Chan
2949,Vladimír Michálek
2950,Efram Potelle
2951,Agustín Díaz Yanes
2952,Helen Stickler
2953,Gabrielle Baur
2954,Diego Lerman
2955,Neema Barnette
2956,Alan Hruska
2957,Emilio Martínez Lázaro
2958,Ben Coccio
2959,Paul F. Ryan
2960,Eli Roth
2961,Greg Pritikin
2962,Everett Lewis
2963,Larry Peerce
2964,Bruce A. Evans
2965,Gene Kelly
2966,Howard Storm
2967,Jeff Lieberman
2968,William Keighley
2969,Len Wiseman
2970,Andrew Molina
2971,Nick Willing
2972,Tom Piozet
2973,Eytan Fox
2974,Hamlet Sarkissian
2975,Émile Gaudreault
2976,Isabel Coixet
2977,David Hillenbrand
2978,Nicolas Philibert
2979,Sylvain Chomet
2980,Stephanie Black
2981,Ashutosh Gowariker
2982,Frank Beyer
2983,Peter Clifton
2984,Gilles Mimouni
2985,Harley Cokeliss
2986,Richard Tuggle
2987,Alan Rafkin
2988,Elem Klimov
2989,John Fawcett
2990,Simon Moore
2991,Edward Montagne
2992,Gene Cajayon
2993,Luigi Cozzi
2994,Laurence Fishburne
2995,Jeffrey Porter
2996,Norman Mailer
2997,John 'Bud' Cardos
2998,Ron Casden
2999,Jean-Pierre Denis
3000,Michael Karbelnikoff
3001,Eric Byler
3002,Lab Ky Mo
3003,Tom McCarthy
3004,James Cox
3005,José Padilha
3006,John Hoffman
3007,Uwe Boll
3008,Mark Decena
3009,Richard Day
3010,Jacques Nolot
3011,Marcus Nispel
3012,Peter Hedges
3013,Takashi Yamazaki
3014,Aaron Blaise
3015,Todd Stephens
3016,Jane Anderson
3017,Claude Lanzmann
3018,William Reilly
3019,Bob Gale
3020,Mark Frost
3021,Brian Clemens
3022,Alfred E. Green
3023,Sidney Lanfield
3024,Stuart Urban
3025,Peter Fonda
3026,John Rawlins
3027,Mark Rucker
3028,Liz Garbus
3029,Robert Capelli Jr.
3030,Billy Ray
3031,Kim Bartley
3032,Robert Cary
3033,Philip Boston
3034,Rolf Schübel
3035,Marina de Van
3036,Richard Curtis
3037,Rodolphe Marconi
3038,Nathaniel Kahn
3039,Lauren Lazin
3040,Steve Anderson
3041,Bo Welch
3042,Anna Chi
3043,Chih-yen Yee
3044,Henri Xhonneux
3045,Scott Hamilton Kennedy
3046,Lucy Walker
3047,Alexandra Pelosi
3048,Alberto Cavalcanti
3049,Cheryl Dunye
3050,Freddie Francis
3051,Carl Theodor Dreyer
3052,Jack Conway
3053,Fred Niblo
3054,Robert Wiene
3055,Arthur Allan Seidelman
3056,Michael Lessac
3057,Bernt Amadeus Capra
3058,Charles Laughton
3059,Kinji Fukasaku
3060,Rodrigo García
3061,Thornton Freeland
3062,Jean Cocteau
3063,Zhuangzhuang Tian
3064,Donald Crisp
3065,Lloyd Bacon
3066,Marcel Camus
3067,Russell DeGrazier
3068,Thomas Riedelsheimer
3069,Christian Carion
3070,Yasuzô Masumura
3071,Nicolás Echevarría
3072,Mark Jones
3073,Hiroyuki Yamaga
3074,Richard Friedman
3075,Ron Mann
3076,Tom Gilroy
3077,Wayne Kramer
3078,Pablo Trapero
3079,Charles Atlas
3080,Jonathan Karsh
3081,Bille Woodruff
3082,Samir
3083,Malcolm Clarke
3084,A. Dean Bell
3085,Peter Webber
3086,Jonathan Kesselman
3087,Vadim Perelman
3088,John Henderson
3089,Patty Jenkins
3090,Sue Brooks
3091,Jean-Claude Brisseau
3092,Nuri Bilge Ceylan
3093,Timothy Björklund
3094,Joseph Kahn
3095,Siddiq Barmak
3096,George Axelrod
3097,Roy Boulting
3098,Dennis Feldman
3099,Eugene Levy
3100,David Green
3101,Bretaigne Windust
3102,Caspar Wrede
3103,Bob Odenkirk
3104,Brad Mirman
3105,Jacques Tati
3106,Louis J. Gasnier
3107,Phil Karlson
3108,Michael Laughlin
3109,L.Q. Jones
3110,Coleman Francis
3111,William Morgan
3112,Chatrichalerm Yukol
3113,Clarence G. Badger
3114,Eric Bress
3115,Chris Stokes
3116,C. Jay Cox
3117,Larry Blamire
3118,Joseph B. Vasquez
3119,Rory Kelly
3120,Allan Burns
3121,Gordon Parks Jr.
3122,Tony Cinciripini
3123,William Crain
3124,Bob Kelljan
3125,Dale Resteghini
3126,Catherine Hardwicke
3127,Erich von Stroheim
3128,Theodore Gershuny
3129,Bertha Bay-Sa Pan
3130,Bent Hamer
3131,Manuel Boursinhac
3132,Bruno Bozzetto
3133,Luis Estrada
3134,Albert Parker
3135,Greg Pak
3136,Charles S. Dutton
3137,Jeff Schaffer
3138,Wolfgang Becker
3139,Robert Parrish
3140,Lisa Gottlieb
3141,James Marsh
3142,Cliff Owen
3143,Nir Bergman
3144,James Ronald Whitney
3145,John W. Walter
3146,Rosanna Arquette
3147,Zack Snyder
3148,Kai S. Pieck
3149,John Crowley
3150,Dagur Kári
3151,Ethan Coen
3152,Helmut Schleppi
3153,Will Finn
3154,Matthew Ryan Hoge
3155,Christopher Erskin
3156,Damian Nieman
3157,Julie Bertuccelli
3158,Bruno Dumont
3159,Alex Steyermark
3160,David Saperstein
3161,Damian Lee
3162,Yurek Bogayevicz
3163,A. Edward Sutherland
3164,Stewart Raffill
3165,Tina Hirsch
3166,David Burton Morris
3167,Paul Jay
3168,Jonathan Hensleigh
3169,Elliot Berlin
3170,Julián Hernández
3171,David Mackenzie
3172,Robert C. Ramirez
3173,David C. Thomas
3174,Michael Burke
3175,Alejandro Agresti
3176,Tapio Piirainen
3177,Herman Shumlin
3178,Albert Maysles
3179,Mark Kitchell
3180,Cornel Wilde
3181,Nunnally Johnson
3182,Jan Kounen
3183,Masaki Kobayashi
3184,Arthur Hilton
3185,Amber Benson
3186,Ray Brady
3187,Vincent Sherman
3188,Donna Deitch
3189,Stuart Millar
3190,David Snedeker
3191,Jonathan Kahn
3192,Andrew Gallerani
3193,Stu Pollard
3194,Kim Longinotto
3195,Shirley Sun
3196,Melissa Painter
3197,Michael Vejar
3198,Michael Reeves
3199,Ryûhei Kitamura
3200,Carlos Marcovich
3201,Joseph Brooks
3202,Victor Heerman
3203,Steven Seagal
3204,Glen Goei
3205,Nick Hurran
3206,Jérôme Boivin
3207,Paul Lazarus
3208,Clara Law
3209,Yves Simoneau
3210,Marco Tullio Giordana
3211,Tanit Jitnukul
3212,Mihalis Kakogiannis
3213,James B. Clark
3214,Roger Young
3215,Francisco J. Lombardi
3216,Roko Belic
3217,Jesse Hibbs
3218,Youssef Chahine
3219,Bill Melendez
3220,Olli Saarela
3221,Janet Greek
3222,Jesús Salvador Treviño
3223,John A. Alonzo
3224,Sergey Bondarchuk
3225,David Byrne
3226,Jed Mortenson
3227,Joel DeMott
3228,Gerardo Vera
3229,Mark Peploe
3230,Edward Buzzell
3231,Christian Zübert
3232,S.S. Wilson
3233,Brent Maddock
3234,Michael Rubbo
3235,Lorene Machado
3236,Victor Halperin
3237,John Gilling
3238,Peter Sasdy
3239,Ubaldo Ragona
3240,Shigehiro Ozawa
3241,Yu Wang
3242,Jeff Probst
3243,Walter Ruttmann
3244,Hiroyuki Nakano
3245,Paul Wendkos
3246,Marc Singer
3247,Vincent Pereira
3248,Wai-Keung Lau
3249,Jee-woon Kim
3250,Sam Green
3251,Chuck Jones
3252,Pavel Chukhray
3253,SABU
3254,Stefan Avalos
3255,David Jacobson
3256,Mary Agnes Donoghue
3257,Serge Bourguignon
3258,Andreas Dresen
3259,Je-kyu Kang
3260,Jack Perez
3261,Lasse Spang Olsen
3262,Jean-François Pouliot
3263,Gough Lewis
3264,Christine Fugate
3265,John Putch
3266,Per Fly
3267,Moon-saeng Kim
3268,Jack Pollexfen
3269,Bernard L. Kowalski
3270,Jeff Gillen
3271,Charles Frend
3272,John Korty
3273,Hiroyuki Okiura
3274,Lili Fini Zanuck
3275,Dick Maas
3276,Roy Del Ruth
3277,Kenji Mizoguchi
3278,Harrie Geelen
3279,Tom Savini
3280,Fred C. Newmeyer
3281,Alan Arkin
3282,Lloyd Kaufman
3283,Marc Connelly
3284,Ellen Hovde
3285,George McCowan
3286,Albert Magnoli
3287,James W. Horne
3288,George Pollock
3289,Herbert Wise
3290,Jessy Terrero
3291,Brian Dannelly
3292,Jared Hess
3293,George B. Seitz
3294,Jack Couffer
3295,Peter Webb
3296,Ron Judkins
3297,Robert Shaye
3298,Lewis Allen
3299,Geneviève Jolliffe
3300,Curtis Bernhardt
3301,Ted Wilde
3302,Atsuko Fukushima
3303,Janice Karman
3304,Joseph M. Newman
3305,Jane Wagner
3306,Steven Feder
3307,Bakhtyar Khudojnazarov
3308,Harold S. Bucquet
3309,Morgan Spurlock
3310,Clifford Odets
3311,Pan Nalin
3312,Garson Kanin
3313,Conrad Rooks
3314,Brian Desmond Hurst
3315,Jun Fukuda
3316,Nicolas Winding Refn
3317,Rawson Marshall Thurber
3318,Shona Auerbach
3319,Chris Delaporte
3320,Howard Brookner
3321,Zev Berman
3322,Christoffer Boe
3323,Will Vinton
3324,Laurent Firode
3325,Josef Fares
3326,Michael Spierig
3327,Martyn Burke
3328,Mark Achbar
3329,John M. Stahl
3330,Pekka Parikka
3331,Gérard Pirès
3332,Jean Vigo
3333,Heiner Carow
3334,Robert Frank
3335,John G. Blystone
3336,H.C. Potter
3337,Charles Brabin
3338,Emmanuel Goldstein
3339,Robb Moss
3340,Paul Barnett
3341,David Salle
3342,Imogen Kimmel
3343,Marvin J. Chomsky
3344,Louie Schwartzberg
3345,Pieter Jan Brugge
3346,Adam McKay
3347,Joe Nussbaum
3348,Mark Rosman
3349,Joshua Marston
3350,David Greene
3351,Hubert Cornfield
3352,Kirk Douglas
3353,Jerzy Hoffman
3354,John Dower
3355,Pitof
3356,Michael Mayer
3357,Paula van der Oest
3358,Kirsten Sheridan
3359,Dick Powell
3360,Ford Beebe
3361,Agustí Villaronga
3362,Ladislao Vajda
3363,Bernhard Wicki
3364,Stephen C. Apostolof
3365,Jan Egleson
3366,John Farrow
3367,Irving Reis
3368,Antonio Hernández
3369,Nicholas Kazan
3370,Àlex Ollé
3371,Martin Stellman
3372,James Anderson
3373,Ray Enright
3374,Daryl Duke
3375,Daniel Calparsoro
3376,Theodore J. Flicker
3377,David L. Cunningham
3378,Florent-Emilio Siri
3379,Jackie Kong
3380,Richard Ray Perez
3381,Bruce Bilson
3382,Cy Howard
3383,Jack Lemmon
3384,Peter Israelson
3385,Michael O'Herlihy
3386,Graeme Rattigan
3387,Frank Tuttle
3388,Eric Weston
3389,Zach Braff
3390,David Lane
3391,Patrick Leung
3392,Marcus Adams
3393,Sung-su Kim
3394,Toshiaki Toyoda
3395,Sang-Jin Kim
3396,Jeff Balsmeyer
3397,Hatsuki Tsuji
3398,Jean-Pierre Limosin
3399,John Curran
3400,Peter Tewksbury
3401,Gene Nelson
3402,Russ Mayberry
3403,John Quinn
3404,Bill Cosby
3405,Paul Henreid
3406,Lance Rivera
3407,Paul Abascal
3408,John Bradshaw
3409,Jan Eliasberg
3410,Paul Rodriguez
3411,Prince
3412,Kevin Tenney
3413,Alexander Witt
3414,Gregory Jacobs
3415,Enid Zentelis
3416,Kerry Conran
3417,Jeff Nathanson
3418,Edgar Wright
3419,Eric Louzil
3420,Marc Fusco
3421,Duncan Roy
3422,Gene Fowler Jr.
3423,Melvin Van Peebles
3424,Steve Latshaw
3425,Ricky Schroder
3426,Jordan Roberts
3427,Shane Carruth
3428,Michael Clancy
3429,Richard Moore
3430,Jørgen Leth
3431,Jamie Johnson
3432,Bruce W. Smith
3433,Jonathan Caouette
3434,Omar Naim
3435,Leslie Small
3436,James Redford
3437,Eric Small
3438,Leonardo Defilippis
3439,Takashi Shimizu
3440,Scott Smith
3441,Peter Richardson
3442,James Wan
3443,People of Iraq
3444,Patrick Paulson
3445,Don Mancini
3446,Yash Chopra
3447,Stephen Hillenburg
3448,Ari Kirschenbaum
3449,Robert Stone
3450,Paul Feig
3451,David S. Goyer
3452,Joseph Mealey
3453,Don McGuire
3454,Reverge Anselmo
3455,Jack Haley Jr.
3456,Bud Friedgen
3457,Richard Murphy
3458,Richard Boleslawski
3459,Joe May
3460,Yann Samuell
3461,Toni Kalem
3462,Jacob Tierney
3463,Jehane Noujaim
3464,Kevin Knoblock
3465,Carl Boese
3466,George Melford
3467,Benjamin Christensen
3468,Burton L. King
3469,Wallace Worsley
3470,Rupert Julian
3471,Alan Crosland
3472,Grigori Aleksandrov
3473,Georg Wilhelm Pabst
3474,Edward Sedgwick
3475,Jean Epstein
3476,Paul Leni
3477,Charles Reisner
3478,T. Hayes Hunter
3479,Lowell Sherman
3480,Frank R. Strayer
3481,Robert N. Bradbury
3482,Stuart Walker
3483,Thorold Dickinson
3484,Gregory Ratoff
3485,Alexander Hall
3486,Gunther von Fritsch
3487,Alf Sjöberg
3488,Robert Florey
3489,Dudley Nichols
3490,Peter Godfrey
3491,Compton Bennett
3492,Teinosuke Kinugasa
3493,Frank Launder
3494,Herbert J. Biberman
3495,Edvin Laine
3496,Robert Lewis
3497,Arthur Crabtree
3498,Joseph Pevney
3499,Hall Bartlett
3500,Richard Wilson
3501,Edward L. Cahn
3502,Edward Dein
3503,Mikio Naruse
3504,Vincent J. Donehue
3505,Seth Holt
3506,Arch Hall Sr.
3507,Robert Enrico
3508,Nanni Loy
3509,Dino Risi
3510,Ray Dennis Steckler
3511,Don Sharp
3512,Peter Glenville
3513,Kaneto Shindô
3514,Tage Danielsson
3515,Gillo Pontecorvo
3516,Leslie Stevens
3517,Fred Coe
3518,King Hu
3519,Harold P. Warren
3520,Jirí Menzel
3521,Seijun Suzuki
3522,Ray Goossens
3523,Haruyasu Noguchi
3524,Frederick Wiseman
3525,René Goscinny
3526,Leonid Gayday
3527,Hy Averback
3528,Giulio Petroni
3529,Joseph McGrath
3530,Jaromil Jires
3531,Sergio Sollima
3532,Noriaki Yuasa
3533,Donald Cammell
3534,Marek Piwowski
3535,Fernando Arrabal
3536,Vladimir Motyl
3537,Dalton Trumbo
3538,Enzo Barboni
3539,Claude Jutra
3540,Jan Troell
3541,Al Adamson
3542,Kenji Misumi
3543,Tonino Valerii
3544,Richard Blackburn
3545,Saul Bass
3546,Ivan Dixon
3547,Chang-hwa Jeong
3548,Harold Pinter
3549,Jorge Grau
3550,H.B. Halicki
3551,Peter Davis
3552,Jean-Charles Tacchella
3553,D'Urville Martin
3554,Francis Giacobetti
3555,Dick Richards
3556,Kazuhiko Yamaguchi
3557,Aleksey German
3558,Frank D. Gilroy
3559,Narciso Ibáñez Serrador
3560,Arturo Ripstein
3561,Eric Idle
3562,Cheh Chang
3563,Richard C. Bennett
3564,George Kaczender
3565,Robert S. Fiveson
3566,Ira Wohl
3567,Ted Bafaloukos
3568,Kay Pollak
3569,Arnold Schwartzman
3570,Jan Gissberg
3571,David Hemmings
3572,Mori Masaki
3573,Bruce Gowers
3574,Wilford Leach
3575,Clive A. Smith
3576,Alan Johnson
3577,Jean Becker
3578,Richard Dembo
3579,John Blanchard
3580,Charles E. Sellier Jr.
3581,Gaëtan Brizzi
3582,Héctor Olivera
3583,Patrick Kelly
3584,Lamberto Bava
3585,Jim Wheat
3586,Ricky Lau
3587,Emmett Alston
3588,Rauni Mollberg
3589,Pino Van Lamsweerde
3590,Evelyn Purcell
3591,Ross McElwee
3592,Don Jurwich
3593,Donald G. Jackson
3594,Claes Eriksson
3595,Siu-Tung Ching
3596,Sergei Parajanov
