movieID,Year,Director,Actors,Languages
8930,2003,Jørgen Leth,Claus Nissen|Majken Algren Nielsen|Daniel Hernandez Rodriguez,Danish|English|French|Spanish
8931,2003,Jamie Johnson,Ivanka Trump|Georgina Bloomberg|Si Newhouse IV,English
8932,1974,Larry Cohen,John P. Ryan|Sharon Farrell|Andrew Duggan,English
8933,1986,Denys Arcand,Dominique Michel|Dorothée Berryman|Louise Portal,French
8934,1992,Bruce W. Smith,Faizon Love|Robin Harris|Vanessa Bell Calloway,English
8935,1991,Robert Lieberman,Harley Jane Kozak|Jamey Sheridan|Ethan Embry,English
8936,1989,Bertrand Tavernier,Philippe Noiret|Sabine Azéma|Pascale Vignal,French
8937,2004,Peter Berg,Billy Bob Thornton|Jay Hernandez|Derek Luke,English
8938,2003,Jonathan Caouette,Jonathan Caouette|Renee Leblanc|Adolph Davis,English
8939,2004,Omar Naim,Robin Williams|Jim Caviezel|Mira Sorvino,English
8940,2004,Leslie Small,Mo'Nique|Kellita Smith|Gina Torres,English
8941,2004,Mick Garris,Jonathan Jackson|David Arquette|Barbara Hershey,English
8942,2003,James Redford,Stanley Tucci|Dana Delany|Rubén Blades,English
8943,2004,István Szabó,Annette Bening|Michael Gambon|Maury Chaykin,English
8944,2004,Eric Small,Hayden Panettiere|Ryan Kelley|Armin Mueller-Stahl,English
8945,2004,Leonardo Defilippis,Lindsay Younce|Leonardo Defilippis|Patti Defillipis,English
8946,2004,Mike Mitchell,Ben Affleck|Christina Applegate|James Gandolfini,English|Spanish
8947,2004,Takashi Shimizu,Sarah Michelle Gellar|Jason Behr|Clea DuVall,English|Japanese
8948,2004,Charles Shyer,Jude Law|Sienna Miller|Susan Sarandon,English
8949,2004,Alexander Payne,Paul Giamatti|Thomas Haden Church|Virginia Madsen,English|Armenian
8950,2004,Brad Anderson,Christian Bale|Jennifer Jason Leigh|Aitana Sánchez-Gijón,English|Spanish
8951,2004,Mike Leigh,Imelda Staunton|Jim Broadbent|Heather Craney,English
8952,2003,Scott Smith,Miranda Richardson|Kristin Adams|Monté Gagné,English
8953,2004,Peter Richardson,Phil Cornwell|John Sessions|Ronni Ancona,English
8954,2004,Antoine Fuqua,Clarence 'Gatemouth' Brown|Buddy Guy|Solomon Burke,English
8955,2004,David Gordon Green,Jamie Bell|Josh Lucas|Dermot Mulroney,English
8956,2004,Roger Michell,Rhys Ifans|Daniel Craig|Samantha Morton,English
8957,2004,James Wan,Cary Elwes|Leigh Whannell|Danny Glover,English
8958,2004,Taylor Hackford,Jamie Foxx|Regina King|Kerry Washington,English
8959,2004,Jonathan Glazer,Nicole Kidman|Cameron Bright|Lauren Bacall,English
8960,2004,People of Iraq,People of Iraq,Arabic|English|Kurdish
8961,2004,Brad Bird,Craig T. Nelson|Samuel L. Jackson|Holly Hunter,English|French
8962,2004,Patrick Paulson,Jay Z|Rick Rubin|Missy Elliott,English
8963,2003,Thomas Vinterberg,Joaquin Phoenix|Claire Danes|Sean Penn,English
8964,2002,Franco Zeffirelli,Fanny Ardant|Jeremy Irons|Joan Plowright,English|French|Italian|Spanish
8965,2004,Robert Zemeckis,Tom Hanks|Chris Coppola|Michael Jeter,English
8966,2004,Bill Condon,Liam Neeson|Laura Linney|Chris O'Donnell,English
8967,2004,Don Mancini,Jennifer Tilly|Brad Dourif|John Waters,English|Japanese
8968,2004,Brett Ratner,Pierce Brosnan|Salma Hayek|Woody Harrelson,English
8969,2004,Beeban Kidron,Renée Zellweger|Colin Firth|Hugh Grant,English|German|Thai
8970,2004,Marc Forster,Johnny Depp|Kate Winslet|Julie Christie,English
8971,2004,Yash Chopra,Shah Rukh Khan|Preity Zinta|Rani Mukerji,Hindi|Urdu|Panjabi
8972,2004,Jon Turteltaub,Nicolas Cage|Diane Kruger|Justin Bartha,English|Spanish
8973,2004,Pedro Almodóvar,Gael García Bernal|Fele Martínez|Javier Cámara,Spanish|Latin
8974,2004,Stephen Hillenburg,Jeffrey Tambor|Rodger Bumpass|Carolyn Lawrence,English
8975,2002,Ari Kirschenbaum,Desmond Askew|Katheryn Winnick|Michael Panes,English
8976,1945,David Butler,Errol Flynn|Alexis Smith|S.Z. Sakall,English|German
8977,2004,Oliver Stone,Colin Farrell|Anthony Hopkins|Rosario Dawson,English
8978,2004,Joe Roth,Tim Allen|Jamie Lee Curtis|Dan Aykroyd,English|Spanish
8979,,Robert Stone,Russ Little|Michael Bortin|Timothy Findley,English
8980,2004,Jean-Luc Godard,Sarah Adler|Nade Dieu|Rony Kramer,French|Arabic|English|Hebrew|Serbo-Croatian|Spanish
8981,2004,Mike Nichols,Natalie Portman|Jude Law|Clive Owen,English
8982,2003,Paul Feig,Ben Tibber|Jim Caviezel|Joan Plowright,English
8983,2004,Yimou Zhang,Ziyi Zhang|Takeshi Kaneshiro|Andy Lau,Mandarin
8984,2004,Steven Soderbergh,George Clooney|Brad Pitt|Julia Roberts,English|Dutch|French|Italian|Mandarin
8985,2004,David S. Goyer,Wesley Snipes|Kris Kristofferson|Parker Posey,English|Esperanto
8986,1960,Jerry Lewis,Jerry Lewis|Alex Gerry|Bob Clayton,English
8987,2004,Joseph Mealey,Cathy Bonner|Bruce Buchanan|Max Cleland,English
8988,1960,Frank Tashlin,Jerry Lewis|Ed Wynn|Judith Anderson,English
8989,1958,George Abbott,Tab Hunter|Gwen Verdon|Ray Walston,English
8990,1957,Don McGuire,Jerry Lewis|Martha Hyer|Darren McGavin,English|Japanese
8991,1964,Frank Tashlin,Jerry Lewis|Glenda Farrell|Susan Oliver,English
8992,1961,Jerry Lewis,Jerry Lewis|Brian Donlevy|Howard McNear,English
8993,1965,Jerry Lewis,Jerry Lewis|Sebastian Cabot|Neil Hamilton,English
8994,1961,Jerry Lewis,Jerry Lewis|Helen Traubel|Pat Stanley,English
8995,1964,Jerry Lewis,Jerry Lewis|Ina Balin|Everett Sloane,English
8996,2004,Reverge Anselmo,Jonathan Tucker|Rachael Leigh Cook|Agnes Bruckner,English
8997,1951,Norman Taurog,Dean Martin|Jerry Lewis|Polly Bergen,English
8998,1974,Jack Haley Jr.,Fred Astaire|Gene Kelly|Bing Crosby,English
8999,1976,Gene Kelly,Fred Astaire|Gene Kelly|Judy Garland,English
9000,1994,Bud Friedgen,Debbie Reynolds|Gene Kelly|Ann Miller,English
9001,1960,Richard Murphy,Jack Lemmon|Ricky Nelson|John Lund,English|Japanese
9002,1956,Robert Rossen,Richard Burton|Fredric March|Claire Bloom,English
9003,1955,Byron Haskin,Walter Brooke|Eric Fleming|Mickey Shaughnessy,English
9004,1985,Simon Wincer,Mary Beth Hurt|Michael McKean|Kathryn Walker,English
9005,1993,Robert Lieberman,D.B. Sweeney|Robert Patrick|Craig Sheffer,English
9006,1936,Richard Boleslawski,Marlene Dietrich|Charles Boyer|Tilly Losch,English
9007,1944,William Dieterle,Ginger Rogers|Joseph Cotten|Shirley Temple,English
9008,1940,Joe May,Cedric Hardwicke|Vincent Price|Nan Grey,English
9009,2001,Stephen Norrington,Max Beesley|Emily Corrie|Tom Bell,English
9010,2003,Yann Samuell,Guillaume Canet|Marion Cotillard|Thibault Verhaeghe,French
9011,1948,William Dieterle,Jennifer Jones|Joseph Cotten|Ethel Barrymore,English
9012,1952,King Vidor,Jennifer Jones|Charlton Heston|Karl Malden,English
9013,1984,Robert Altman,Philip Baker Hall,English
9014,1944,John Cromwell,Claudette Colbert|Jennifer Jones|Joseph Cotten,English|Yiddish
9015,1999,Toni Kalem,Lili Taylor|Guy Pearce|Irma P. Hall,English
9016,1984,Richard W. Haines,Forbes Riley|Ric Randig|Dick Biel,English
9017,2003,Jacob Tierney,Nick Stahl|Gary Farmer|Stephen McHattie,English
9018,2004,Jehane Noujaim,Samir Khader|Josh Rushing|George W. Bush,Arabic|English
9019,2004,Kevin Knoblock,Fred Dalton Thompson|Michael Moore|John Kerry,English
25735,1915,Cecil B. DeMille,Fannie Ward|Sessue Hayakawa|Jack Dean,English
25736,1920,John S. Robertson,John Barrymore|Martha Mansfield|Brandon Hurst,English
25737,1920,Carl Boese,Paul Wegener|Albert Steinrück|Ernst Deutsch,
25738,1920,Clarence Brown,Wallace Beery|Barbara Bedford|Alan Roscoe,English
25739,1921,Charles Chaplin,Charles Chaplin|Edna Purviance|Charles Aber,
25741,1921,Victor Sjöström,Victor Sjöström|Hilda Borgström|Tore Svennberg,Swedish
25742,1921,Fritz Lang,Lil Dagover|Walter Janssen|Bernhard Goetzke,German
25743,1921,George Melford,Rudolph Valentino|Agnes Ayres|Ruth Miller,English
25744,1922,Benjamin Christensen,Benjamin Christensen|Elisabeth Christensen|Maren Pedersen,Swedish|Danish
25745,1922,Burton L. King,Harry Houdini|Arthur Maude|Albert Tavernier,English
25746,1923,Wallace Worsley,Lon Chaney|Patsy Ruth Miller|Norman Kerry,
25747,1923,Fred C. Newmeyer,Harold Lloyd|Jobyna Ralston|John Aasen,English
25748,1924,Victor Sjöström,Lon Chaney|Norma Shearer|John Gilbert,English
25749,1924,Ernst Lubitsch,Florence Vidor|Monte Blue|Marie Prevost,
25750,1924,Buster Keaton,Buster Keaton|Kathryn McGuire|Joe Keaton,English
25751,1925,King Vidor,John Gilbert|Renée Adorée|Hobart Bosworth,
25752,1925,Fred C. Newmeyer,Harold Lloyd|Jobyna Ralston|Brooks Benedict,English
25753,1924,Erich von Stroheim,Gibson Gowland|Zasu Pitts|Jean Hersholt,English
25755,1925,Rupert Julian,Lon Chaney|Mary Philbin|Norman Kerry,
25757,1927,Alan Crosland,Al Jolson|May McAvoy|Warner Oland,English
25759,1928,Grigori Aleksandrov,Boris Livanov|Nikolay Popov|Vasili Nikandrov,
25760,1927,Alan Crosland,Dolores Costello|Josef Swickard|Anders Randolf,
25762,1927,Tod Browning,Lon Chaney|Norman Kerry|Joan Crawford,English
25763,1929,Georg Wilhelm Pabst,Louise Brooks|Fritz Kortner|Francis Lederer,German
25764,1928,Edward Sedgwick,Buster Keaton|Marceline Day|Harold Goodwin,English
25765,1928,Jean Epstein,Jean Debucourt|Marguerite Gance|Charles Lamy,French
25766,1928,King Vidor,Eleanor Boardman|James Murray|Bert Roach,
25767,1928,Paul Leni,Mary Philbin|Conrad Veidt|Julius Molnar,English
25768,1928,Raoul Walsh,Lionel Barrymore|Blanche Friderici|Charles Lane,
25769,1928,Charles Reisner,Buster Keaton|Tom McGuire|Ernest Torrence,English
25770,1929,Rouben Mamoulian,Helen Morgan|Joan Peers|Fuller Mellish Jr.,English
25771,1929,Luis Buñuel,Pierre Batcheff|Simone Mareuil|Luis Buñuel,French
25773,1931,Mervyn LeRoy,Edward G. Robinson|Douglas Fairbanks Jr.|Glenda Farrell,English
25774,1930,Luis Buñuel,Gaston Modot|Lya Lys|Caridad de Laberdesque,French
25775,1931,King Vidor,Wallace Beery|Jackie Cooper|Irene Rich,English
25777,1931,Norman Z. McLeod,Groucho Marx|Harpo Marx|The Marx Brothers,English
25778,1931,William A. Wellman,Barbara Stanwyck|Ben Lyon|Joan Blondell,English|Cantonese
25782,1932,Jean Renoir,Michel Simon|Marcelle Hainia|Sévérine Lerczinska,French
25783,1932,Michael Curtiz,Lionel Atwill|Fay Wray|Lee Tracy,English
25785,1933,Luis Buñuel,Abel Jacquin|Alexandre O'Neill,French
25786,1932,James Whale,Boris Karloff|Melvyn Douglas|Charles Laughton,English
25787,1932,Richard Boleslawski,John Barrymore|Ethel Barrymore|Lionel Barrymore,English
25788,1932,Howard Hawks,Paul Muni|Ann Dvorak|Karen Morley,English
25789,1932,Josef von Sternberg,Marlene Dietrich|Clive Brook|Anna May Wong,English|French|Cantonese|German
25792,1932,Yasujirô Ozu,Tatsuo Saitô|Tomio Aoki|Mitsuko Yoshikawa,Japanese
25793,1932,Carl Theodor Dreyer,Julian West|Maurice Schutz|Rena Mandel,German
25794,1932,George Cukor,Constance Bennett|Lowell Sherman|Neil Hamilton,English|French
25795,1933,George Cukor,Marie Dressler|John Barrymore|Wallace Beery,English
25796,1933,T. Hayes Hunter,Boris Karloff|Cedric Hardwicke|Ernest Thesiger,English
25797,1933,Mervyn LeRoy,Warren William|Joan Blondell|Aline MacMahon,English
25798,1932,Erle C. Kenton,Charles Laughton|Bela Lugosi|Richard Arlen,English
25800,1933,Frank Capra,Warren William|May Robson|Guy Kibbee,English|Spanish
25801,1933,Lowell Sherman,Mae West|Cary Grant|Owen Moore,English
25802,1933,Ernest B. Schoedsack,Robert Armstrong|Helen Mack|Frank Reicher,English
25803,1933,Frank R. Strayer,Lionel Atwill|Fay Wray|Melvyn Douglas,English
25804,1933,William A. Wellman,Frankie Darro|Rochelle Hudson|Edwin Phillips,English
25805,1934,Jean Vigo,Dita Parlo|Jean Dasté|Michel Simon,French|Russian
25806,1934,Sidney Franklin,Norma Shearer|Fredric March|Charles Laughton,English
25807,1934,Edgar G. Ulmer,Boris Karloff|Bela Lugosi|David Manners,English|Latin|Hungarian
25808,1934,John M. Stahl,Claudette Colbert|Warren William|Rochelle Hudson,English
25809,1934,Robert N. Bradbury,John Wayne|Sheila Terry|George 'Gabby' Hayes,English
25810,1934,John Ford,Victor McLaglen|Boris Karloff|Wallace Ford,English
25811,1934,Ernst Lubitsch,Maurice Chevalier|Jeanette MacDonald|Edward Everett Horton,English|French
25812,1934,Harold Young,Leslie Howard|Merle Oberon|Raymond Massey,English|French
25814,1935,Jean Renoir,Charles Blavette|Celia Montalván|Jenny Hélia,French|Italian|Spanish
25816,1935,James W. Horne,Stan Laurel|Oliver Hardy|June Lang,English
25818,1935,John Ford,Victor McLaglen|Heather Angel|Preston Foster,English
25819,1935,Tod Browning,Lionel Barrymore|Elizabeth Allan|Bela Lugosi,English|Czech
25820,1935,Lew Landers,Boris Karloff|Bela Lugosi|Lester Matthews,English
25822,1935,Stuart Walker,Henry Hull|Warner Oland|Valerie Hobson,English|Cantonese|Latin
25824,1936,Jean Renoir,René Lefèvre|Florelle|Jules Berry,French
25825,1936,Fritz Lang,Sylvia Sidney|Spencer Tracy|Walter Abel,English
25826,1936,Jack Conway,Jean Harlow|William Powell|Myrna Loy,English
25827,1936,Frank Capra,Gary Cooper|Jean Arthur|George Bancroft,English
25828,1936,Archie Mayo,Leslie Howard|Humphrey Bogart|Bette Davis,English
25829,1936,Victor Halperin,Dorothy Stone|Dean Jagger|Roy D'Arcy,English
25830,1936,James Whale,Irene Dunne|Allan Jones|Charles Winninger,English
25831,1936,William Wyler,Miriam Hopkins|Merle Oberon|Joel McCrea,English|German|French|Latin
25832,1936,Clarence Brown,Clark Gable|Jean Harlow|Myrna Loy,English
25833,1936,George Cukor,Greta Garbo|Robert Taylor|Lionel Barrymore,English
25834,1937,Victor Fleming,Spencer Tracy|Freddie Bartholomew|Lionel Barrymore,English|Portuguese
25835,1937,William Wyler,Sylvia Sidney|Joel McCrea|Humphrey Bogart,English
25837,1937,Richard Thorpe,William Powell|Myrna Loy|Florence Rice,English
25839,1937,William A. Wellman,Carole Lombard|Fredric March|Charles Winninger,English
25840,1937,John Cromwell,Ronald Colman|Madeleine Carroll|C. Aubrey Smith,English
25841,1937,Gregory La Cava,Katharine Hepburn|Ginger Rogers|Adolphe Menjou,English
25842,1937,Norman Z. McLeod,Cary Grant|Constance Bennett|Roland Young,English
25843,1938,Mitchell Leisen,W.C. Fields|Martha Raye|Dorothy Lamour,English
25846,1938,Edmund Goulding,Errol Flynn|Basil Rathbone|David Niven,English|German
25850,1938,George Cukor,Katharine Hepburn|Cary Grant|Doris Nolan,English
25851,1938,H.C. Potter,Margaret Sullavan|James Stewart|Walter Pidgeon,English
25852,1940,Thorold Dickinson,Anton Walbrook|Diana Wynyard|Frank Pettingell,English
25854,1939,Gregory Ratoff,Ingrid Bergman|Leslie Howard|Edna Best,English
25855,1939,Raoul Walsh,James Cagney|Humphrey Bogart|Priscilla Lane,English
25856,1939,William Wyler,Merle Oberon|Laurence Olivier|David Niven,English
25858,1939,Kenji Mizoguchi,Shôtarô Hanayagi|Kôkichi Takada|Ryôtarô Kawanami,Japanese
25859,1940,John Cromwell,Raymond Massey|Gene Lockhart|Ruth Gordon,English
25860,1940,Jack Conway,Clark Gable|Spencer Tracy|Claudette Colbert,English
25861,1940,Lloyd Bacon,Edward G. Robinson|Humphrey Bogart|Ann Sothern,English
25864,1940,Clarence Brown,Spencer Tracy|Rita Johnson|Lynne Overman,English
25865,1940,William Wyler,Bette Davis|Herbert Marshall|James Stephenson,English
25866,1940,Michael Curtiz,Errol Flynn|Brenda Marshall|Claude Rains,English
25868,1941,Howard Hawks,Gary Cooper|Barbara Stanwyck|Oskar Homolka,English
25869,1941,Kenji Mizoguchi,Chôjûrô Kawarasaki|Yoshizaburo Arashi|Utaemon Ichikawa,Japanese
25870,1941,Alexander Hall,Robert Montgomery|Claude Rains|Evelyn Keyes,English
25871,1941,Arthur Lubin,Bud Abbott|Lou Costello|Dick Powell,English
25872,1941,Henry Koster,Deanna Durbin|Charles Laughton|Robert Cummings,English|Spanish
25874,1941,Edward F. Cline,W.C. Fields|Gloria Jean|Leon Errol,English
25875,1941,Ernst Lubitsch,Merle Oberon|Melvyn Douglas|Burgess Meredith,English|Hungarian
25878,1942,John Huston,Humphrey Bogart|Mary Astor|Sydney Greenstreet,English|Japanese
25879,1941,Vincent Sherman,Humphrey Bogart|Conrad Veidt|Kaaren Verne,English|German
25881,1942,Raoul Walsh,Errol Flynn|Alexis Smith|Jack Carson,English
25882,1943,Vincent Sherman,Ida Lupino|Joan Leslie|Dennis Morgan,English
25884,1942,Sidney Lanfield,Bob Hope|Madeleine Carroll|Gale Sondergaard,English
25885,1942,Frank Capra,Walter Huston|Victor Bulwer-Lytton|Kai-Shek Chiang,English|German|Italian|Japanese|Amharic|Russian
25886,1942,Mervyn LeRoy,Ronald Colman|Greer Garson|Philip Dorn,English
25887,1942,Julien Duvivier,Charles Boyer|Rita Hayworth|Ginger Rogers,English
25888,1943,Lloyd Bacon,Humphrey Bogart|Raymond Massey|Alan Hale,English|German
25890,1943,Victor Fleming,Spencer Tracy|Irene Dunne|Van Johnson,English
25891,1943,Ernst Lubitsch,Gene Tierney|Don Ameche|Charles Coburn,English|French
25892,1944,Alexander Hall,William Powell|Hedy Lamarr|James Craig,English|Russian
25893,1944,William Wyler,Stanley Wray|Robert Morgan|James A. Verinis,English
25894,1943,H.C. Potter,Cary Grant|Laraine Day|Charles Bickford,English
25897,1943,George Sidney,Kathryn Grayson|Gene Kelly|Mary Astor,English
25898,1943,Carl Theodor Dreyer,Thorkild Roose|Lisbeth Movin|Sigrid Neiiendam,Danish
25899,1944,Charles Vidor,Rita Hayworth|Gene Kelly|Lee Bowman,English
25900,1944,Gunther von Fritsch,Simone Simon|Kent Smith|Jane Randolph,English
25901,1944,Laurence Olivier,Laurence Olivier|Robert Newton|Leslie Banks,English|French
25902,1944,Alf Sjöberg,Stig Järrel|Alf Kjellin|Mai Zetterling,Swedish
25903,1944,Jean Negulesco,Peter Lorre|Sydney Greenstreet|Zachary Scott,English
25904,1944,Fritz Lang,Ray Milland|Marjorie Reynolds|Carl Esmond,English
25905,1944,Preston Sturges,Eddie Bracken|Betty Hutton|Diana Lynn,English
25906,1944,Vincent Sherman,Bette Davis|Claude Rains|Walter Abel,English
25907,1944,Tay Garnett,Greer Garson|Walter Pidgeon|Edward Arnold,English
25908,1944,Michael Curtiz,Humphrey Bogart|Claude Rains|Michèle Morgan,English|French|German|Spanish
25910,1944,Clarence Brown,Irene Dunne|Alan Marshal|Roddy McDowall,English|French|German
25911,1944,Fritz Lang,Edward G. Robinson|Joan Bennett|Raymond Massey,English
25912,1945,John Cromwell,Dorothy McGuire|Robert Young|Herbert Marshall,English
25913,1945,Mark Robson,Boris Karloff|Ellen Drew|Marc Cramer,English
25914,1945,Sergei M. Eisenstein,Nikolay Cherkasov|Lyudmila Tselikovskaya|Serafima Birman,Russian
25915,1945,Jean Renoir,Zachary Scott|Betty Field|J. Carrol Naish,English
25916,1945,John Ford,Robert Montgomery|John Wayne|Donna Reed,English
25918,1945,Elia Kazan,Dorothy McGuire|Joan Blondell|James Dunn,English
25919,1946,Robert Florey,Robert Alda|Andrea King|Peter Lorre,English
25920,1946,George Marshall,Alan Ladd|Veronica Lake|William Bendix,English
25921,1946,Robert Siodmak,Olivia de Havilland|Lew Ayres|Thomas Mitchell,English
25922,1946,Irving Rapper,Bette Davis|Paul Henreid|Claude Rains,English
25923,1946,David Lean,John Mills|Valerie Hobson|Tony Wager,English
25924,1946,Jean Negulesco,Joan Crawford|John Garfield|Oscar Levant,English
25926,1946,Vittorio De Sica,Rinaldo Smordoni|Franco Interlenghi|Annielo Mele,Italian|English
25927,1946,Orson Welles,Orson Welles|Edward G. Robinson|Loretta Young,English|Spanish
25928,1947,Dudley Nichols,Rosalind Russell|Michael Redgrave|Raymond Massey,English
25929,1947,Edmund Goulding,Tyrone Power|Joan Blondell|Coleen Gray,English
25930,1947,Carol Reed,James Mason|Robert Newton|Cyril Cusack,English
25931,1947,Norman Z. McLeod,Bing Crosby|Bob Hope|Dorothy Lamour,English
25932,1947,Peter Godfrey,Humphrey Bogart|Barbara Stanwyck|Alexis Smith,English
25934,1948,John Ford,John Wayne|Pedro Armendáriz|Harry Carey Jr.,English|Spanish
25935,1948,Robert Z. Leonard,Barbara Stanwyck|Van Heflin|Charles Coburn,English
25936,1948,Roy Del Ruth,William Bendix|Claire Trevor|Charles Bickford,English
25937,1948,Charles Walters,Judy Garland|Fred Astaire|Peter Lawford,English|French|Italian
25938,1948,John Ford,John Wayne|Henry Fonda|Shirley Temple,English|Spanish
25940,1947,Orson Welles,Rita Hayworth|Orson Welles|Everett Sloane,English|Cantonese
25941,1948,Max Ophüls,Joan Fontaine|Louis Jourdan|Mady Christians,English
25942,1948,Robert J. Flaherty,Joseph Boudreaux|Lionel Le Blanc|E. Bienvenu,English|French
25943,1948,Jules Dassin,Barry Fitzgerald|Howard Duff|Dorothy Hart,English
25944,1948,Vincente Minnelli,Judy Garland|Gene Kelly|Walter Slezak,English
25945,1948,Nicholas Ray,Cathy O'Donnell|Farley Granger|Howard Da Silva,English
25946,1948,George Sidney,Lana Turner|Gene Kelly|June Allyson,English
25947,1948,Preston Sturges,Rex Harrison|Linda Darnell|Rudy Vallee,English
25948,1948,William A. Wellman,Gregory Peck|Anne Baxter|Richard Widmark,English
25950,1949,Charles Walters,Fred Astaire|Ginger Rogers|Oscar Levant,English|French
25951,1949,Robert Z. Leonard,Judy Garland|Van Johnson|S.Z. Sakall,English
25952,1949,Joseph L. Mankiewicz,Jeanne Crain|Linda Darnell|Ann Sothern,English
25954,1950,Jean Cocteau,Jean Marais|François Périer|María Casares,French
25956,1949,Fred M. Wilcox,Margaret O'Brien|Herbert Marshall|Dean Stockwell,English
25957,1949,David Butler,Shirley Temple|Barry Fitzgerald|Lon McCallister,English
25959,1950,George Sidney,Betty Hutton|Howard Keel|Louis Calhern,English
25960,1950,Jean-Pierre Melville,Nicole Stéphane|Edouard Dermithe|Renée Cosima,French|English
25961,1950,Henry King,Gregory Peck|Helen Westcott|Millard Mitchell,English
25962,1950,Compton Bennett,Deborah Kerr|Stewart Granger|Richard Carlson,English
25963,1950,Luis Buñuel,Alfonso Mejía|Roberto Cobo|Estela Inda,Spanish
25964,1950,Akira Kurosawa,Toshirô Mifune|Shirley Yamaguchi|Yôko Katsuragi,Japanese|English
25965,1950,Charles Walters,Judy Garland|Gene Kelly|Eddie Bracken,English
25966,1952,Roberto Rossellini,Ingrid Bergman|Alexander Knox|Ettore Giannini,Italian
25970,1952,Richard Thorpe,James Stewart|Jean Hagen|Wendell Corey,English
25971,1952,William Wyler,Laurence Olivier|Jennifer Jones|Miriam Hopkins,English
25972,1952,Fritz Lang,Barbara Stanwyck|Robert Ryan|Paul Douglas,English|Italian
25974,1952,Richard Thorpe,Stewart Granger|Deborah Kerr|Louis Calhern,English
25975,1952,Kenji Mizoguchi,Kinuyo Tanaka|Tsukie Matsuura|Ichirô Sugai,Japanese
25976,1952,Frank Tashlin,Bob Hope|Jane Russell|Roy Rogers,English
25977,1953,Charles Lamont,Bud Abbott|Lou Costello|Boris Karloff,English
25979,1953,Raoul Walsh,Rock Hudson|Donna Reed|Philip Carey,English|Spanish
25980,1953,Teinosuke Kinugasa,Machiko Kyô|Kazuo Hasegawa|Isao Yamagata,Japanese
25984,1953,Charles Crichton,Stanley Holloway|George Relph|Naunton Wayne,English
25986,1954,Frank Launder,Alastair Sim|Joyce Grenfell|George Cole,English
25987,1954,Kenji Mizoguchi,Kazuo Hasegawa|Kyôko Kagawa|Eitarô Shindô,Japanese
25989,1955,Jean Renoir,Jean Gabin|Françoise Arnoul|María Félix,French
25990,1954,George Cukor,Judy Holliday|Jack Lemmon|Peter Lawford,English
25991,1953,Vincente Minnelli,Lucille Ball|Desi Arnaz|Marjorie Main,English|Spanish
25993,1954,Douglas Sirk,Jane Wyman|Rock Hudson|Agnes Moorehead,English|German
25994,1954,Herbert J. Biberman,Juan Chacón|Rosaura Revueltas|Will Geer,English|Spanish
25995,1954,Hiroshi Inagaki,Toshirô Mifune|Mariko Okada|Rentarô Mikuni,Japanese
25996,1954,George Cukor,Judy Garland|James Mason|Jack Carson,English
25998,1954,Jean Negulesco,Clifton Webb|Dorothy McGuire|Jean Peters,English|Italian
25999,1953,Laslo Benedek,Marlon Brando|Mary Murphy|Robert Keith,English
26000,1955,Vincente Minnelli,Richard Widmark|Lauren Bacall|Charles Boyer,English
26001,1955,Stanley Donen,Gene Kelly|Dan Dailey|Cyd Charisse,English|Italian
26002,1955,Orson Welles,Orson Welles|Peter van Eyck|Michael Redgrave,English|German|French|Polish
26003,1956,Alain Resnais,Michel Bouquet|Reinhard Heydrich|Heinrich Himmler,French
26005,1955,Hiroshi Inagaki,Toshirô Mifune|Mariko Okada|Kôji Tsuruta,Japanese
26006,1955,Melville Shavelson,Bob Hope|Milly Vitale|George Tobias,English
26007,1955,Edvin Laine,Kosti Klemelä|Heikki Savolainen|Reino Tolvanen,Finnish
26008,1956,Robert Lewis,Bing Crosby|Donald O'Connor|Zizi Jeanmaire,English
26009,1956,Kon Ichikawa,Rentarô Mikuni|Shôji Yasui|Tatsuya Mihashi,Japanese|English
26010,1956,Henry King,Gordon MacRae|Shirley Jones|Cameron Mitchell,English
26012,1956,Hiroshi Inagaki,Toshirô Mifune|Mariko Okada|Kôji Tsuruta,Japanese
26013,1956,Ishirô Honda,Kenji Sahara|Yumi Shirakawa|Akihiko Hirata,Japanese|Mandarin|Tagalog
26016,1957,Charles Frend,Alec Guinness|Harry Locke|Frederick Piper,English
26018,1958,Michael Anderson,Richard Todd|Anne Baxter|Herbert Lom,English|Spanish
26019,1958,Arthur Crabtree,Marshall Thompson|Terry Kilburn|Kynaston Reeves,English
26021,1957,Richard Thorpe,Elvis Presley|Judy Tyler|Mickey Shaughnessy,English
26022,1957,Joseph Pevney,James Cagney|Dorothy Malone|Jane Greer,English|American Sign Language|Chinese
26025,1957,Billy Wilder,James Stewart|Murray Hamilton|Patricia Smith,English
26026,1957,Roger Corman,Pamela Duncan|Richard Garland|Allison Hayes,English
26027,1957,Hall Bartlett,Dana Andrews|Linda Darnell|Sterling Hayden,English
26028,1958,Lewis Gilbert,Virginia McKenna|Paul Scofield|Jack Warner,English|French|German
26030,1958,Robert Day,Boris Karloff|Betta St. John|Christopher Lee,English
26033,1958,Yasuzô Masumura,Hiroshi Kawaguchi|Hitomi Nozoe|Osamu Abe,Japanese
26034,1958,John Ford,Spencer Tracy|Jeffrey Hunter|Dianne Foster,English
26035,1958,Roger Corman,Charles Bronson|Susan Cabot|Morey Amsterdam,English
26038,1958,George Seaton,Clark Gable|Doris Day|Gig Young,English
26042,1958,Joseph Pevney,Glenn Ford|Ernest Borgnine|Diane Brewster,English
